# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "analyses/03_annotation/prokka/pacbio_prokka/E745.gff" "-o" "analyses/06_read_counting/featurecounts/gene_counts.txt" "-T" "4" "-p" "-t" "CDS" "-g" "ID" "analyses/05_mapping/bowtie2/bam/ERR1797969.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797970.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797971.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797972.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797973.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797974.subsampled.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyses/05_mapping/bowtie2/bam/ERR1797969.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797970.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797971.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797972.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797973.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797974.subsampled.sorted.bam
E745_01155	CP014529.1	1166582	1167481	+	900	222	234	179	255	231	244
E745_01156	CP014529.1	1167624	1168436	+	813	13	19	12	36	38	30
E745_01157	CP014529.1	1168820	1169737	+	918	2	16	10	118	108	122
E745_01158	CP014529.1	1169739	1171814	+	2076	87	92	81	452	429	443
E745_01159	CP014529.1	1172204	1172983	+	780	15	12	11	41	42	38
E745_01160	CP014529.1	1173029	1173973	+	945	25	32	38	128	112	87
E745_01161	CP014529.1	1173989	1174768	+	780	44	46	43	106	96	108
E745_01162	CP014529.1	1174780	1175478	+	699	31	30	21	86	51	31
E745_01163	CP014529.1	1175506	1176270	+	765	14	22	10	62	62	44
E745_01164	CP014529.1	1176284	1178101	+	1818	20	42	20	101	98	72
E745_01165	CP014529.1	1178113	1179078	+	966	17	20	20	50	43	50
E745_01166	CP014529.1	1179071	1179766	+	696	10	14	10	42	30	35
E745_01167	CP014529.1	1179763	1180881	+	1119	43	24	56	82	95	109
E745_01168	CP014529.1	1180871	1181491	+	621	28	32	24	78	71	71
E745_01169	CP014529.1	1181687	1182787	+	1101	26	16	12	51	46	40
E745_01170	CP014529.1	1182917	1183189	+	273	2	9	4	25	17	11
E745_01171	CP014529.1	1183186	1184187	+	1002	16	10	12	44	31	43
E745_01172	CP014529.1	1184193	1185239	+	1047	8	12	10	40	25	18
E745_01173	CP014529.1	1185253	1186332	+	1080	10	20	12	63	43	37
E745_01174	CP014529.1	1186351	1187775	+	1425	14	24	14	37	42	33
E745_01175	CP014529.1	1187821	1189326	+	1506	25	16	16	26	26	34
E745_01176	CP014529.1	1189418	1190590	-	1173	15	25	26	23	26	19
E745_01177	CP014529.1	1190955	1192046	+	1092	14	14	6	24	34	30
E745_01178	CP014529.1	1192114	1193592	-	1479	18	26	18	44	62	38
E745_01179	CP014529.1	1193859	1194608	-	750	2	2	0	0	0	2
E745_01180	CP014529.1	1194751	1195701	+	951	0	4	2	0	2	0
E745_01181	CP014529.1	1195683	1197146	+	1464	6	4	0	4	2	0
E745_01182	CP014529.1	1197143	1197601	+	459	0	0	2	2	0	0
E745_01183	CP014529.1	1197598	1198572	+	975	0	2	2	0	2	0
E745_01184	CP014529.1	1198751	1199701	-	951	44	36	50	278	196	242
E745_01185	CP014529.1	1200261	1200536	-	276	91	87	62	16	17	8
E745_01186	CP014529.1	1200644	1201408	+	765	41	39	39	49	43	21
E745_01187	CP014529.1	1201531	1202034	+	504	397	393	403	153	130	120
E745_01188	CP014529.1	1202443	1203084	+	642	206	237	190	240	222	181
E745_01189	CP014529.1	1203254	1204522	+	1269	12	6	8	22	18	12
E745_01190	CP014529.1	1204549	1205748	-	1200	53	59	44	28	68	26
E745_01191	CP014529.1	1205869	1207176	-	1308	88	136	118	260	238	229
E745_01192	CP014529.1	1207292	1207414	-	123	0	0	0	3	2	0
E745_01193	CP014529.1	1207647	1208765	+	1119	312	306	320	86	50	30
E745_01194	CP014529.1	1209268	1209588	+	321	0	1	0	2	4	2
E745_01195	CP014529.1	1209591	1209755	+	165	2	2	11	7	6	6
E745_01196	CP014529.1	1210041	1210241	+	201	360	339	358	657	469	641
E745_01197	CP014529.1	1210388	1213177	+	2790	52	80	58	141	86	99
E745_01198	CP014529.1	1213248	1213751	+	504	14	32	27	78	55	31
E745_01199	CP014529.1	1213772	1214962	+	1191	130	104	135	179	211	212
E745_01200	CP014529.1	1215002	1216300	+	1299	200	195	206	392	297	302
E745_01201	CP014529.1	1217476	1218150	+	675	20	13	8	14	16	13
E745_01202	CP014529.1	1218147	1218488	+	342	20	18	20	24	17	15
E745_01203	CP014529.1	1218518	1218877	+	360	8	8	8	2	4	2
E745_01204	CP014529.1	1219402	1221486	+	2085	42	38	74	38	32	26
E745_01205	CP014529.1	1221777	1223243	+	1467	102	173	104	275	315	289
E745_01206	CP014529.1	1223714	1225009	-	1296	4	4	8	7	11	8
E745_01207	CP014529.1	1225257	1225796	+	540	8	6	6	0	0	2
E745_01208	CP014529.1	1225870	1226310	+	441	14	12	18	22	21	18
E745_01209	CP014529.1	1226323	1226532	+	210	9	0	4	9	8	2
E745_01210	CP014529.1	1226532	1228718	+	2187	37	79	57	71	74	57
E745_01211	CP014529.1	1228738	1230909	+	2172	89	99	104	90	55	74
E745_01212	CP014529.1	1231021	1231761	-	741	0	2	6	4	0	0
E745_01213	CP014529.1	1231894	1233192	-	1299	4	2	2	8	4	4
E745_01214	CP014529.1	1233182	1233934	-	753	0	0	0	0	0	0
E745_01215	CP014529.1	1233931	1234254	-	324	0	0	0	0	0	2
E745_01216	CP014529.1	1234268	1235116	-	849	6	0	4	0	0	4
E745_01217	CP014529.1	1235470	1236282	+	813	0	4	0	0	0	0
E745_01218	CP014529.1	1236436	1236759	+	324	0	0	4	2	2	0
E745_01219	CP014529.1	1236833	1237402	+	570	86	66	58	80	72	54
E745_01220	CP014529.1	1237839	1238531	+	693	0	8	8	3	7	4
E745_01221	CP014529.1	1238571	1239377	-	807	0	2	0	4	8	8
E745_01222	CP014529.1	1239374	1239910	-	537	4	11	14	14	8	11
E745_01223	CP014529.1	1240020	1241198	-	1179	6	8	17	3	14	8
E745_01224	CP014529.1	1241368	1241904	+	537	2	6	4	2	2	2
E745_01225	CP014529.1	1241901	1242707	+	807	0	0	0	4	4	2
E745_01226	CP014529.1	1242983	1243399	+	417	2	2	2	12	8	18
E745_01227	CP014529.1	1243631	1243888	-	258	17	18	19	1	8	2
E745_01228	CP014529.1	1244174	1245424	-	1251	30	27	32	27	22	30
E745_01229	CP014529.1	1245834	1246808	+	975	124	113	122	119	103	112
E745_01230	CP014529.1	1246964	1248259	-	1296	6	4	6	16	7	4
E745_01231	CP014529.1	1249082	1250269	+	1188	10	18	8	18	10	1
E745_01232	CP014529.1	1250530	1250847	+	318	0	0	0	0	0	4
E745_01233	CP014529.1	1250938	1251303	-	366	6	12	4	4	6	0
E745_01234	CP014529.1	1251511	1251993	+	483	3	4	0	6	10	16
E745_01235	CP014529.1	1252190	1253080	+	891	16	20	40	8	8	8
E745_01236	CP014529.1	1253483	1254778	-	1296	0	4	2	4	4	6
E745_01237	CP014529.1	1254884	1256152	-	1269	4	4	2	8	7	4
E745_01238	CP014529.1	1256424	1258895	+	2472	9	14	10	40	28	32
E745_01239	CP014529.1	1258998	1260734	-	1737	188	210	195	134	90	78
E745_01240	CP014529.1	1260731	1261435	-	705	63	81	52	48	34	35
E745_01241	CP014529.1	1261566	1261982	+	417	33	43	42	87	50	34
E745_01242	CP014529.1	1262028	1262366	+	339	32	30	24	42	32	21
E745_01243	CP014529.1	1262387	1263805	+	1419	172	157	208	227	197	190
E745_01244	CP014529.1	1263917	1264495	+	579	14	12	12	23	16	14
E745_01245	CP014529.1	1264499	1265020	+	522	8	9	7	28	10	12
E745_01246	CP014529.1	1265099	1265653	-	555	26	28	26	26	12	8
E745_01247	CP014529.1	1265906	1266181	+	276	113	115	115	548	645	744
E745_01248	CP014529.1	1266193	1266444	+	252	17	28	25	147	131	151
E745_01249	CP014529.1	1266569	1267360	+	792	5	5	18	16	10	24
E745_01250	CP014529.1	1267530	1268051	+	522	38	20	31	47	41	60
E745_01251	CP014529.1	1268041	1268802	+	762	64	87	63	128	94	76
E745_01252	CP014529.1	1268938	1269285	+	348	241	306	311	1440	1453	1443
E745_01253	CP014529.1	1269658	1270320	+	663	6	2	0	12	4	12
E745_01254	CP014529.1	1270399	1273626	+	3228	0	4	0	0	0	0
E745_01255	CP014529.1	1273740	1274054	+	315	0	0	0	0	0	0
E745_01256	CP014529.1	1274067	1274441	+	375	0	0	0	0	0	0
E745_01257	CP014529.1	1274451	1274795	+	345	0	0	0	0	0	0
E745_01258	CP014529.1	1274866	1276011	+	1146	0	2	0	0	2	0
E745_01259	CP014529.1	1276726	1278585	+	1860	0	6	2	8	7	2
E745_01260	CP014529.1	1278679	1278930	+	252	2	2	2	0	0	0
E745_01261	CP014529.1	1278990	1280132	+	1143	0	0	0	0	0	0
E745_01262	CP014529.1	1280157	1280411	+	255	0	0	0	0	0	0
E745_01263	CP014529.1	1280667	1281851	+	1185	0	0	0	0	0	0
E745_01264	CP014529.1	1281848	1281985	+	138	0	0	0	0	0	0
E745_01265	CP014529.1	1282731	1284641	+	1911	0	0	0	2	6	7
E745_01266	CP014529.1	1284982	1285482	+	501	0	0	0	0	0	0
E745_01267	CP014529.1	1285579	1287426	+	1848	79	67	65	49	45	26
E745_01268	CP014529.1	1287429	1288325	+	897	42	24	22	21	14	10
E745_01269	CP014529.1	1288375	1288764	+	390	0	0	0	2	0	2
E745_01270	CP014529.1	1288751	1291096	+	2346	2	0	2	0	2	0
E745_01271	CP014529.1	1291189	1292376	+	1188	11	12	12	10	12	17
E745_01272	CP014529.1	1292677	1294806	+	2130	0	0	0	2	0	0
E745_01273	CP014529.1	1294803	1295810	+	1008	0	0	0	0	0	0
E745_01274	CP014529.1	1295827	1296738	+	912	0	0	0	0	0	0
E745_01275	CP014529.1	1296866	1297594	-	729	2	0	2	0	0	2
E745_01276	CP014529.1	1297591	1299009	-	1419	0	0	4	2	10	10
E745_01277	CP014529.1	1299328	1300449	+	1122	0	2	0	0	1	2
E745_01278	CP014529.1	1301058	1302011	-	954	6	18	5	10	7	14
E745_01279	CP014529.1	1302380	1302859	+	480	5	2	8	37	24	26
E745_01280	CP014529.1	1302952	1303242	+	291	5	4	4	15	13	25
E745_01281	CP014529.1	1303278	1304114	+	837	6	8	15	65	41	58
E745_01282	CP014529.1	1304394	1305374	+	981	50	53	38	99	84	105
E745_01283	CP014529.1	1305496	1306914	+	1419	2	2	0	4	4	4
E745_01284	CP014529.1	1306985	1308454	+	1470	0	0	0	2	0	0
E745_01285	CP014529.1	1308464	1308931	+	468	0	0	0	2	0	0
E745_01286	CP014529.1	1308967	1309839	+	873	0	0	0	0	2	0
E745_01287	CP014529.1	1309920	1312454	+	2535	0	2	2	0	2	0
E745_01288	CP014529.1	1312610	1313383	+	774	2	0	2	0	0	0
E745_01289	CP014529.1	1313376	1314167	+	792	0	0	0	0	0	2
E745_01290	CP014529.1	1314177	1314668	+	492	0	0	0	2	0	0
E745_01291	CP014529.1	1314686	1315096	+	411	0	0	0	0	0	0
E745_01292	CP014529.1	1315100	1316500	+	1401	0	0	0	4	2	0
E745_01293	CP014529.1	1316523	1316897	+	375	2	0	2	2	2	0
E745_01294	CP014529.1	1317386	1317580	+	195	2	2	4	1	1	0
E745_01295	CP014529.1	1317570	1317923	+	354	0	10	2	9	0	6
E745_01296	CP014529.1	1318025	1319572	+	1548	70	84	85	22	31	33
E745_01297	CP014529.1	1319724	1320152	+	429	0	0	0	0	0	2
E745_01298	CP014529.1	1320130	1320381	+	252	0	0	0	0	0	1
E745_01299	CP014529.1	1320681	1320896	-	216	1	0	4	2	4	3
E745_01300	CP014529.1	1321009	1321317	+	309	2	4	0	0	2	1
E745_01301	CP014529.1	1321421	1322599	+	1179	32	36	38	45	32	14
E745_01302	CP014529.1	1323002	1323295	+	294	6	6	12	8	4	2
E745_01303	CP014529.1	1324144	1326465	+	2322	0	0	2	2	2	0
E745_01304	CP014529.1	1326462	1326920	+	459	2	0	0	0	0	0
E745_01305	CP014529.1	1326951	1327964	+	1014	2	0	0	0	0	0
E745_01306	CP014529.1	1327961	1328407	+	447	0	0	0	0	0	0
E745_01307	CP014529.1	1328557	1329372	+	816	0	1	2	2	0	0
E745_01308	CP014529.1	1329578	1330750	+	1173	0	4	0	0	2	4
E745_01309	CP014529.1	1330747	1330944	+	198	0	0	0	0	0	0
E745_01310	CP014529.1	1330912	1331406	-	495	5	8	10	30	36	32
E745_01311	CP014529.1	1331992	1332414	+	423	0	0	0	0	2	0
E745_01312	CP014529.1	1332580	1333773	-	1194	8	0	4	10	2	4
E745_01313	CP014529.1	1333997	1334374	+	378	6	6	4	2	5	2
E745_01314	CP014529.1	1334395	1334700	+	306	16	15	10	8	20	5
E745_01315	CP014529.1	1334834	1335277	+	444	6	15	2	14	13	15
E745_01316	CP014529.1	1335385	1336680	-	1296	2	10	8	14	4	6
E745_01317	CP014529.1	1337061	1337876	+	816	0	0	0	0	2	0
E745_01318	CP014529.1	1337886	1338101	+	216	0	0	0	0	0	0
E745_01319	CP014529.1	1338185	1339363	+	1179	5	13	10	6	11	6
E745_01320	CP014529.1	1340099	1341763	+	1665	22	20	18	110	100	70
E745_01321	CP014529.1	1341776	1342486	+	711	25	20	14	97	96	72
E745_01322	CP014529.1	1342616	1343113	+	498	22	36	53	24	24	36
E745_01323	CP014529.1	1343298	1343558	+	261	100	92	106	4	6	8
E745_01324	CP014529.1	1343920	1344159	-	240	4	0	2	0	0	0
E745_01325	CP014529.1	1344496	1345674	-	1179	0	10	20	8	20	16
E745_01327	CP014529.1	1347213	1348391	+	1179	2	6	8	12	2	7
E745_01328	CP014529.1	1348595	1348897	-	303	4	2	2	2	6	9
E745_01330	CP014529.1	1349654	1350427	-	774	20	29	28	62	52	34
E745_01331	CP014529.1	1350571	1350921	+	351	2	12	1	16	19	16
E745_01332	CP014529.1	1350902	1351618	+	717	36	32	24	59	43	41
E745_01333	CP014529.1	1351618	1353066	+	1449	56	54	46	54	40	58
E745_01334	CP014529.1	1353137	1353646	-	510	2	2	0	3	4	0
E745_01335	CP014529.1	1353636	1354361	-	726	6	2	4	6	7	0
E745_01336	CP014529.1	1354584	1356704	-	2121	381	442	450	392	352	356
E745_01337	CP014529.1	1356934	1358112	+	1179	30	32	30	62	52	65
E745_01338	CP014529.1	1358128	1358886	+	759	20	30	40	29	26	21
E745_01339	CP014529.1	1358909	1359394	+	486	16	36	28	24	21	33
E745_01340	CP014529.1	1359465	1360718	-	1254	50	54	34	54	33	28
E745_01341	CP014529.1	1360835	1362184	+	1350	177	237	236	186	172	139
E745_01342	CP014529.1	1362296	1363642	+	1347	705	697	690	790	779	740
E745_01343	CP014529.1	1363994	1365289	-	1296	4	1	4	3	2	3
E745_01344	CP014529.1	1365472	1365858	-	387	2	2	0	2	0	2
E745_01345	CP014529.1	1366082	1367527	-	1446	6	8	5	4	0	0
E745_01346	CP014529.1	1367587	1368369	-	783	6	2	0	6	11	4
E745_01347	CP014529.1	1368582	1369541	+	960	3	8	4	10	10	6
E745_01348	CP014529.1	1369794	1369943	-	150	220	228	213	34	26	28
E745_01349	CP014529.1	1370405	1370617	+	213	1	0	0	2	0	0
E745_01350	CP014529.1	1370686	1370796	+	111	314	318	308	60	34	42
E745_01351	CP014529.1	1370895	1372694	-	1800	30	44	34	80	51	68
E745_01352	CP014529.1	1372818	1373414	-	597	11	14	24	22	21	9
E745_01353	CP014529.1	1373606	1374559	-	954	7	22	18	7	12	8
E745_01354	CP014529.1	1374831	1375175	+	345	13	8	8	0	7	13
E745_01355	CP014529.1	1375176	1375595	+	420	14	18	17	4	7	12
E745_01356	CP014529.1	1375687	1376037	-	351	0	0	0	0	0	0
E745_01357	CP014529.1	1376003	1377334	-	1332	0	2	4	2	0	0
E745_01358	CP014529.1	1377590	1378156	+	567	387	436	388	214	181	166
E745_01360	CP014529.1	1378440	1379645	-	1206	16	10	10	26	26	22
E745_01361	CP014529.1	1379783	1380223	-	441	74	84	110	74	68	68
E745_01362	CP014529.1	1380362	1381015	-	654	38	32	24	52	42	32
E745_01363	CP014529.1	1381065	1381487	-	423	6	19	7	8	11	14
E745_01364	CP014529.1	1381498	1381872	-	375	21	21	37	33	39	44
E745_01365	CP014529.1	1382175	1382357	+	183	77	65	50	9	13	13
E745_01366	CP014529.1	1382373	1382693	+	321	80	79	63	29	15	13
E745_01367	CP014529.1	1382698	1382868	+	171	36	31	48	12	15	9
E745_01368	CP014529.1	1382872	1383024	+	153	2	8	12	5	4	2
E745_01369	CP014529.1	1383103	1383585	-	483	91	67	64	12	16	21
E745_01370	CP014529.1	1383637	1384335	+	699	173	197	185	40	41	51
E745_01371	CP014529.1	1384513	1384854	+	342	68	78	49	22	17	9
E745_01372	CP014529.1	1384847	1385518	+	672	126	97	136	33	19	24
E745_01373	CP014529.1	1385524	1386210	+	687	70	81	72	11	14	15
E745_01374	CP014529.1	1386213	1386962	+	750	42	66	56	9	4	16
E745_01375	CP014529.1	1386974	1387243	+	270	3	6	11	2	1	3
E745_01376	CP014529.1	1387248	1387412	+	165	12	3	3	4	2	0
E745_01377	CP014529.1	1387405	1387710	+	306	35	32	50	17	16	16
E745_01378	CP014529.1	1387704	1387994	+	291	22	29	13	3	2	3
E745_01379	CP014529.1	1387994	1388350	+	357	17	41	37	11	18	6
E745_01380	CP014529.1	1388310	1388555	+	246	9	12	6	2	4	4
E745_01381	CP014529.1	1388552	1388971	+	420	18	16	18	6	6	5
E745_01382	CP014529.1	1388968	1389534	+	567	70	66	79	22	24	15
E745_01383	CP014529.1	1389531	1389665	+	135	0	4	4	0	0	0
E745_01384	CP014529.1	1389634	1390323	-	690	34	57	55	30	18	42
E745_01385	CP014529.1	1390580	1391056	+	477	90	68	45	22	22	32
E745_01386	CP014529.1	1391375	1391671	+	297	26	40	26	28	18	20
E745_01387	CP014529.1	1391732	1392118	+	387	4	2	3	0	0	0
E745_01388	CP014529.1	1392099	1392485	+	387	3	2	1	0	1	2
E745_01389	CP014529.1	1392482	1392862	+	381	8	10	6	4	4	2
E745_01390	CP014529.1	1392974	1393426	+	453	2	6	2	6	14	2
E745_01391	CP014529.1	1393423	1395150	+	1728	4	7	22	10	10	17
E745_01392	CP014529.1	1395172	1396401	+	1230	8	13	10	11	16	4
E745_01393	CP014529.1	1396373	1396942	+	570	18	8	7	8	5	10
E745_01394	CP014529.1	1396955	1398316	+	1362	20	26	44	24	24	30
E745_01395	CP014529.1	1398318	1398596	+	279	0	0	1	0	4	0
E745_01396	CP014529.1	1398577	1398903	+	327	4	0	5	6	2	4
E745_01397	CP014529.1	1398893	1399231	+	339	0	4	2	0	0	0
E745_01398	CP014529.1	1399221	1399586	+	366	6	8	2	2	3	3
E745_01399	CP014529.1	1399593	1400219	+	627	4	10	4	14	5	5
E745_01400	CP014529.1	1400219	1400683	+	465	10	14	9	7	6	4
E745_01401	CP014529.1	1400878	1403187	+	2310	6	13	14	36	22	8
E745_01402	CP014529.1	1403184	1403903	+	720	3	8	5	8	6	4
E745_01403	CP014529.1	1403900	1406605	+	2706	14	6	21	20	20	16
E745_01404	CP014529.1	1406619	1408337	+	1719	10	10	10	2	4	8
E745_01405	CP014529.1	1408354	1409136	+	783	6	6	4	0	6	2
E745_01406	CP014529.1	1409136	1411202	+	2067	13	22	20	10	6	18
E745_01407	CP014529.1	1411203	1411649	+	447	0	0	2	4	0	2
E745_01408	CP014529.1	1411651	1411788	+	138	0	0	6	0	0	0
E745_01409	CP014529.1	1411825	1412118	+	294	2	2	0	6	0	0
E745_01410	CP014529.1	1412141	1412338	+	198	2	0	2	4	0	2
E745_01411	CP014529.1	1412349	1413368	+	1020	4	2	4	0	10	6
E745_01412	CP014529.1	1413408	1414214	-	807	0	4	2	2	8	6
E745_01413	CP014529.1	1414211	1414747	-	537	12	7	13	17	6	14
E745_01414	CP014529.1	1415582	1416163	+	582	0	0	0	2	4	3
E745_01415	CP014529.1	1416261	1417439	+	1179	9	8	12	4	10	2
E745_01416	CP014529.1	1417561	1417902	+	342	0	0	0	4	0	0
E745_01417	CP014529.1	1418067	1419512	+	1446	7	16	26	1	2	6
E745_01418	CP014529.1	1419787	1421682	+	1896	176	179	180	532	526	411
E745_01419	CP014529.1	1421877	1422323	-	447	87	76	72	14	6	8
E745_01420	CP014529.1	1422551	1422700	+	150	7	16	12	75	87	85
E745_01421	CP014529.1	1422788	1423306	+	519	8	6	4	106	82	95
E745_01422	CP014529.1	1423383	1424339	-	957	194	186	230	24	15	14
E745_01423	CP014529.1	1424505	1425311	+	807	7	16	14	4	14	10
E745_01424	CP014529.1	1425308	1426297	+	990	8	5	11	2	6	2
E745_01425	CP014529.1	1426294	1427298	+	1005	4	2	15	6	4	10
E745_01426	CP014529.1	1427430	1427972	+	543	18	12	10	40	28	32
E745_01427	CP014529.1	1427992	1428690	+	699	8	12	2	30	30	30
E745_01428	CP014529.1	1428711	1428923	+	213	9	13	11	55	50	51
E745_01429	CP014529.1	1428923	1429885	+	963	60	69	68	333	230	230
E745_01430	CP014529.1	1429903	1430298	+	396	32	27	27	71	40	53
E745_01431	CP014529.1	1430461	1430826	+	366	10	12	10	2	4	6
E745_01432	CP014529.1	1430823	1432634	+	1812	66	42	57	18	22	21
E745_01433	CP014529.1	1432696	1432863	-	168	264	267	241	48	30	48
E745_01434	CP014529.1	1433111	1434100	+	990	144	135	144	168	195	186
E745_01435	CP014529.1	1434112	1435596	+	1485	202	171	184	310	256	201
E745_01436	CP014529.1	1435620	1436600	+	981	49	44	47	79	80	64
E745_01437	CP014529.1	1436689	1437513	+	825	8	10	10	56	52	42
E745_01438	CP014529.1	1437497	1438039	+	543	8	2	5	27	22	24
E745_01439	CP014529.1	1438046	1438510	+	465	8	10	16	103	69	45
E745_01440	CP014529.1	1438507	1439523	+	1017	44	35	40	193	153	148
E745_01441	CP014529.1	1440132	1440833	-	702	2	10	6	14	22	40
E745_01442	CP014529.1	1441294	1442523	+	1230	117	130	152	302	323	241
E745_01443	CP014529.1	1442614	1443633	+	1020	38	44	42	191	148	98
E745_01444	CP014529.1	1443748	1444695	+	948	2	10	8	32	34	28
E745_01445	CP014529.1	1445115	1446806	+	1692	3087	3298	3345	530	481	397
E745_01446	CP014529.1	1447260	1447805	-	546	0	0	0	2	2	4
E745_01447	CP014529.1	1447809	1447937	-	129	0	0	0	0	0	0
E745_01448	CP014529.1	1447930	1449021	-	1092	0	0	0	6	2	6
E745_01449	CP014529.1	1449238	1449717	-	480	58	56	68	98	70	96
E745_01450	CP014529.1	1450076	1450858	+	783	216	201	185	1783	1754	1612
E745_01451	CP014529.1	1450957	1451838	+	882	406	414	360	2392	1832	1896
E745_01452	CP014529.1	1451974	1452696	+	723	69	58	72	270	211	206
E745_01453	CP014529.1	1452699	1453256	+	558	98	130	94	180	117	133
E745_01454	CP014529.1	1453451	1454263	+	813	20	35	30	122	107	88
E745_01455	CP014529.1	1454260	1455060	+	801	28	25	18	33	49	41
E745_01456	CP014529.1	1455221	1456489	+	1269	102	110	98	223	199	188
E745_01457	CP014529.1	1456557	1458266	+	1710	237	297	263	579	493	406
E745_01458	CP014529.1	1458478	1462836	+	4359	230	296	232	443	396	362
E745_01459	CP014529.1	1462981	1463454	+	474	28	39	44	180	197	221
E745_01460	CP014529.1	1463477	1464652	+	1176	157	101	148	610	599	489
E745_01461	CP014529.1	1464674	1464967	+	294	36	40	27	111	80	92
E745_01462	CP014529.1	1464964	1465275	+	312	40	41	60	167	142	175
E745_01463	CP014529.1	1465288	1467594	+	2307	283	302	364	821	726	729
E745_01464	CP014529.1	1467621	1467968	+	348	143	139	151	220	203	172
E745_01465	CP014529.1	1468746	1469213	+	468	46	35	37	8	8	8
E745_01466	CP014529.1	1469240	1470229	+	990	140	115	110	20	21	33
E745_01467	CP014529.1	1470223	1471107	+	885	62	41	58	10	8	5
E745_01468	CP014529.1	1471475	1472398	+	924	10	8	8	30	22	25
E745_01469	CP014529.1	1472402	1473343	+	942	6	12	18	64	52	48
E745_01470	CP014529.1	1473695	1474480	+	786	188	191	218	42	27	33
E745_01471	CP014529.1	1474493	1475344	+	852	175	188	168	28	23	26
E745_01472	CP014529.1	1475468	1475920	-	453	17	18	6	6	2	4
E745_01473	CP014529.1	1476385	1476753	-	369	14	16	18	4	8	2
E745_01474	CP014529.1	1476903	1477385	+	483	4	0	2	4	6	0
E745_01475	CP014529.1	1477422	1478432	+	1011	4	11	12	10	9	12
E745_01476	CP014529.1	1478547	1479260	-	714	16	30	22	18	17	24
E745_01477	CP014529.1	1479450	1480040	-	591	77	53	52	9	12	10
E745_01478	CP014529.1	1480524	1480751	+	228	2	2	4	4	1	6
E745_01479	CP014529.1	1480767	1481933	+	1167	18	29	28	50	25	22
E745_01480	CP014529.1	1482167	1483210	+	1044	35	41	40	248	249	226
E745_01481	CP014529.1	1483304	1483867	+	564	58	70	48	387	270	246
E745_01482	CP014529.1	1483918	1485747	+	1830	398	412	439	1436	1400	1219
E745_01483	CP014529.1	1485898	1487064	+	1167	57	64	46	304	192	210
E745_01484	CP014529.1	1488005	1488742	-	738	305	351	330	725	647	703
E745_01485	CP014529.1	1488744	1490246	-	1503	414	424	422	1108	985	981
E745_01486	CP014529.1	1490505	1492499	+	1995	142	115	157	98	111	98
E745_01487	CP014529.1	1492509	1495325	+	2817	209	210	240	154	151	142
E745_01488	CP014529.1	1495588	1496853	+	1266	126	121	109	420	360	358
E745_01489	CP014529.1	1496857	1497588	+	732	135	130	94	374	350	323
E745_01490	CP014529.1	1497723	1498607	+	885	109	89	86	113	74	75
E745_01491	CP014529.1	1498604	1499602	+	999	179	154	161	169	173	180
E745_01492	CP014529.1	1499636	1500571	+	936	92	108	119	112	102	101
E745_01493	CP014529.1	1500923	1501123	+	201	2	0	0	4	0	2
E745_01494	CP014529.1	1501138	1501764	+	627	0	3	0	2	2	5
E745_01495	CP014529.1	1501951	1502532	+	582	14	14	14	8	12	9
E745_01496	CP014529.1	1502529	1503482	-	954	2	19	14	12	12	6
E745_01497	CP014529.1	1504055	1504306	+	252	2	4	2	10	10	0
E745_01498	CP014529.1	1505215	1505472	+	258	9	1	8	4	0	0
E745_01499	CP014529.1	1505609	1506196	+	588	4	9	2	0	0	2
E745_01500	CP014529.1	1506375	1506932	+	558	4	4	6	0	0	0
E745_01501	CP014529.1	1507631	1508152	-	522	80	92	72	60	48	36
E745_01502	CP014529.1	1508351	1512043	+	3693	148	166	118	250	171	206
E745_01503	CP014529.1	1512232	1513119	+	888	184	204	137	121	91	85
E745_01504	CP014529.1	1513116	1514285	+	1170	409	366	394	275	261	243
E745_01505	CP014529.1	1514309	1515664	+	1356	424	437	431	395	271	305
E745_01506	CP014529.1	1515736	1517541	-	1806	198	235	287	739	584	561
E745_01507	CP014529.1	1517950	1518240	+	291	34	55	35	36	36	24
E745_01508	CP014529.1	1518253	1519278	+	1026	162	167	185	128	109	67
E745_01509	CP014529.1	1519281	1519940	+	660	79	61	94	61	30	33
E745_01510	CP014529.1	1520097	1521029	+	933	8	10	4	22	24	32
E745_01511	CP014529.1	1521183	1522472	+	1290	249	310	283	1823	1550	1543
E745_01512	CP014529.1	1522719	1523969	+	1251	565	559	651	663	667	617
E745_01513	CP014529.1	1524052	1524639	+	588	63	52	71	156	131	124
E745_01514	CP014529.1	1524713	1524868	-	156	172	254	246	34	32	36
E745_01515	CP014529.1	1525004	1526332	+	1329	59	56	48	0	0	0
